date	title	trend
2017-12-06	hdfc chairman deepak parekh first in a global ambassador network to champion london rbi rings alarm bells on bitcoins cautions investors	1
2018-02-12	hk investors head for u.s. bitcoin exchanges;  trading volumes on the cboe and cme have increased in the past two months as they are seen as safer than the city's unregulated markets	1
2017-09-19	hkma warns on bitcoin and digital currencies;  authority issues advice as city's role as a leading financial centre may make it vulnerable to money laundering and other serious financial crime	0
2017-05-17	how the dark overlord is costing u.s. clinics big time with ransom demands cybercrime groups discovered that medical records can be valuable for fraud blackmail and extortion	1
2017-01-31	hackers squeeze hotel by locking doors	1
2018-01-11	hackers encrypt business files and demand bitcoins in ransom from delhi traders	0
2017-09-13	hackers from the north stepping up bitcoin cyberattacks;  cryptocurrencies	0
2018-02-12	hackers hijack thousands of government websites to mine bitcoin;  concerns raised over bitcoin hijack after security experts insist it is 'easy to prevent'	1
2017-08-31	hackers targeting doctors' offices; ransomware	1
2017-08-31	hackers targeting doctors'offices; ransomware	1
2017-01-11	hard brexit soft pound | calamatta cuschieri	0
2017-01-11	hard brexit soft pound	0
2017-11-06	hedge funds push the price of bitcoin to new highs	0
2017-10-23	heed those warnings about bitcoin	0
2017-12-21	here are the latest stocks joining the bitcoin frenzy	0
2017-09-13	here's the latest financial leader to cast doubt on bitcoin	0
2017-06-16	here's a sneak peek at the cfa's fintech exam questions: gadfly	1
2018-03-07	here's how coinbase's cryptocurrency index fund may help bitcoin market;  here's how coinbase's cryptocurrency index fund may help bitcoin market-- delivered by feed43 service	0
2018-02-08	higher costs lead criminals to change the bitcoin by litecoin and dash	1
2017-10-13	hive surges 633% on switch to bitcoin from mining; new cultivation of gold involves data crunching	1
2018-02-11	hollywood's bitcoin fever;  the cryptocurrency craze promises directors writers endless scenarios for ruin redemption cyber intrigue.	0
2017-06-09	hong kong singapore rivalry hobbling asia in $100 billion fintech race	1
2018-02-17	hoping american values will outshine the confusing trump era while the west focuses elsewhere africa should take advantage britain hopes to hedge its way out of 'brexit' the world should awaken to romanian corruption beware of bitcoin;  a roundup of global commentary for the feb. 19 2018 weekly magazine.	1
2017-05-19	hospice held to ransom	1
2017-05-19	hospice held to ransom;  second blow for durban charity	1
2017-05-30	hot new currency comes with a catch;  tech startup's digital coins don't confer a claim on equity or future profits	1
2018-01-13	house sale in a bitcoin bonanza	1
2018-02-27	how apple co-founder steve wozniak was robbed of 7 bitcoins	1
2018-02-19	how banks could control gun sales if washington won’t;  dealbook	1
2018-02-09	how bitcoin boom helped nvidia 4th quarter revenue jump 34% on-year; investors get a pleasant surprise;  nvidia reported an eps of $1.78 on revenue of $2.91 billion for the october-december far surpassing analyst expectations of $1.17 per share on $2.69 billion revenue. the company reported a 34% on-year jump in its fiscal fourth quarter revenue sending...	1
2017-12-07	how bitcoin's bubble investors drive innovation	1
2017-06-06	how financial vulnerability helped to curb global productivity	0
2017-05-30	how rwanda can accelerate uptake of financial technology [analysis]	1
2017-11-12	how to get bitcoin in zimbabwe	0
2017-12-01	how to trade bitcoin futures	1
2017-12-21	how bitcoin futures failed to burst bubble as investors go long;  another angle	0
2018-02-18	how bitcoin sellers can do their taxes;  if you sold the digital currency last year you should report any capital gains.	0
2017-11-16	how bitcoin works	1
2017-12-01	how bitcoin's bubble could yet be burst	1
2017-08-11	how cryptocurrencies like bitcoin work	1
2017-12-28	how cryptocurrency has become a legitimate investment option	0
2018-02-21	how cryptocurrency is dividing opinion;  despite being dubbed a bubble a ponzi scheme and an environmental disaster investors flocked to cryptocurrency in their thousands last year. we explore why...	0
2017-03-19	how do we stop net giants mugging us? china will tell us - for a bitcoin	1
2017-05-17	how internet sharks hold us to ransom	1
2017-10-13	how lucrative is investing in cryptocurrencies?	1
2017-06-04	how ransomware attacks take over our networks	1
2018-01-24	how safe is it to invest in bitcoin? jury is still out	1
2018-02-27	how the 'start-up nation' is strangling the bitcoin revolution with regulations	1
2018-02-12	how to liquidate a failing bank: dealbook briefing	1
2017-09-19	how to buy bitcoin in india: a step-by-step guide	0
2017-12-11	how to buy bitcoin without buying bitcoin	1
2017-12-28	how to calculate and pay tax on bitcoin	0
2017-05-17	how to protect yourself from ransomware attacks	1
2017-12-04	how twins who sued facebook cashed in on payout to become bitcoin billionaires	1
2017-12-06	i may soon be forced to bite the bitcoin bullet	1
2018-02-14	i'm certainly no maths whiz but this seems weird	1
2017-12-01	icos transforming the fintech world	1
2017-09-01	india calling - blockchain charts india entry with unocoin tie-up	0
2017-12-01	inside the market;  expect more tech-stock volatility ahead;  valuation concerns for investors are only the part of the story	1
2017-11-10	inside the market;  gold cryptocurrencies and the five-year rule	0
2017-11-10	ipo breaks supercars into bits	0
2018-02-22	irb unfreezes luno's account to aid customers' withdrawals	0
2017-01-17	it matters: cyber security;  writing for scottish business insider bill magee outlines the battle to beat the lost cyber crime billions	1
2018-02-12	iceland's energy demands soar	1
2018-02-12	if you sold or used bitcoin last year cra wants its cut	1
2018-02-14	illegal share of cryptocurrency declines	1
2017-08-11	illinois blockchain proofs of concept likely to materialize later this year	1
2017-09-13	in china's hinterlands workers mine bitcoin for a digital fortune	0
2017-09-13	in china's hinterlands workers mine bitcoin for a digital fortune	0
2017-09-14	in china mining a fortune in bitcoin	1
2017-09-13	in china’s hinterlands workers mine bitcoin for a digital fortune	0
2017-09-24	in a first for city bitcoin trader nabbed for fraud	1
2017-05-27	in a nutshell	1
2017-06-04	in second mail wipro again warned of biological attack	1
2017-11-15	india gearing for a cryptocurrency boom?	1
2017-07-14	india said to mull monitoring digital currencies to track crime	0
2017-12-11	india warns on bitcoin as investors rush in	1
2017-11-25	india's first bitcoin conference to be held in hyderabad- know about this cryptocurrency	1
2018-01-05	indirect tax revenue of ?7.2k cr likely	1
2017-12-07	indonesia to ban bitcoin transactions	1
2017-01-11	indonesian militant used paypal to fund terror acts	0
2018-02-11	inking a stake in crypto future	0
2017-03-18	inside the world of a cybercriminal	0
2017-11-15	internet cafe toasts town's first retail bitcoin exchange	1
2017-05-17	internet sharks ready to bite	1
2017-12-06	invest in bitcoin at your own risk rbi reiterates	1
2017-12-01	investing in bitcoin is perfectly rational;  this virtual currency is like a ponzi scheme but the technology behind it will transform money	1
2017-12-11	investors rush to offload bitcoin	1
2017-02-09	investors buy into premier surprise;  equities	0
2018-01-22	investors under i-t scanner \x91gift\x92 bitcoins to relatives	0
2018-02-17	iran announce bid to create own digital currency	1
2018-02-21	iran considering its own cryptocurrency	0
2017-11-05	iran contemplating fighting us with bitcoin	1
2018-02-08	is bitcoin a fit coin for the future ?;  tech now with justin connolly ; as banks block the purchase of this online currency is the bitcoin bubble about to burst?	1
2018-02-14	is bitcoin back? cryptocurrency goes up and exceeds us $ 9000	1
2017-11-26	is bitcoin in a bubble?	1
2017-12-15	is bitcoin the new way of doing business? at the moment it's slow and costly;  bitcoin was intended to ultimately replace government-issued currencies. but while its price has surged the use of bitcoin as a currency is not taking off	1
2017-11-28	is bitcoin this decade's latest fad?;  hedge funds aren't convinced cryptocurrency is here to stay and won't just soon go away	1
2017-09-17	is bitcoin another tulip craze that may bring ruin? or a legitimate investment?	1
2017-12-01	is bitcoin truly a new ball game?	1
2017-07-16	is the bitcoin bubble about to burst?	1
2017-12-04	it is the unpredictable bitcoin	1
2017-05-17	it will happen again - and next time it is likely to be worse	1
2017-05-19	it'll all end in tears: why everyone should worry about the wannacry cyberattack;  release of the wannacry ransomware was a landmark salvo in anescalating cybercrime war	1
2017-10-13	it's bitcoin mania as cryptocurrency surges past the us$5000 mark	1
2017-11-25	it's bubble or nothing as bitcoin booms	1
2017-07-21	it's not bitcoin or ethereum: this digital currency rose 3977% in the first half of 2017	1
2018-03-03	jpmorgan says criptomoedas could lead to bank disruption	1
2017-09-14	jpmorgan's ceo calls bitcoin a 'fraud';  jamie dimon says he would fire employees who traded in 'dangerous' cryptocurrency	1
2018-02-12	jpmorgan: cryptocurrencies 'could have a role' in investor portfolios	1
2017-10-11	jamie's bitcoin babble	1
2018-03-08	japan suspends two crypto exchanges; coincheck to pay hack victims	0
2017-05-27	japan south korea drive global bitcoin prices	1
2017-12-15	japan: company to pay employees in bitcoin as of february 2018	1
2018-02-21	japanese platform &quot;offers&quot; bitcoins	0
2018-02-21	judge deals at&t a setback: dealbook briefing	0
2018-03-08	junior gold miners irked by bitcoin pot	0
2017-10-13	just how should central banks manage the bitcoin bubble?;  currencies	1
2018-02-27	just in time for tax season cra scam is back with a brand new twist	1
2017-07-27	k'taka mulls policy on virtual currencies	1
2018-01-13	kfc canada starts taking bitcoin payment for a bucket of chicken; fast food chain admits it's 'quirky unusual'	1
2018-02-12	keeping cool in the crash of the cryptos	1
2017-05-27	kik interactive to launch crypto-currency for customers' benefit	1
2017-05-26	kik to launch its own digital currency;  messenger-app company aims to make the technology the preferred payment system for its millions of teen users	0
2017-10-11	kiwis are embracing blockchain	1
2017-08-07	know about cryptocurrency	1
2018-01-30	korea court orders seizure of bitcoins worth $2.3m earned from pornography	0
2018-01-30	korea court orders seizure of bitcoins worth $2.3m earned from pornography content	0
2017-07-02	korea is good bait for cybercriminals: experts	1
2017-12-04	koreans rush in on bitcoin and rivals	1
2017-05-17	last week's global cyberattack was just the beginning	1
2017-07-24	late computer genius alphabay creator loved thailand	0
2017-12-07	law will protect against volatility of criptomonedas	1
2018-02-09	lawmaker urges crypto groups to restrict hate groups	1
2018-02-27	leaving investor hopes in tatters; regulators see dangers in cryptocurrency	1
2018-01-24	licence allows bitcoin launch	1
2017-06-01	life term upheld for silk road's creator	1
2017-08-28	lingerie tycoon launches £250m dubai development priced in bitcoin	1
2018-02-05	lloyds bank bans credit card customers from buying bitcoin as it worries they will lose money;  the mysterious cryptocurrency's value has rocketed in the past year but slid since the start of 2018	0
2018-02-06	lloyds bans credit card customers from buying bitcoin over debt fears;  as news of lloyds's ban emerged on sunday the value was around 8000 dollars (around £5700)	1
2018-02-05	lloyds bans credit card purchases of bitcoin over crash fear	0
2017-09-07	locals claim development of 'perfect' digital currency;  cloudcoin: developers say their creation is more secure faster than bitcoin	0
2017-05-09	locals sceptical of crypto-currency - newsday zimbabwe	1
2017-09-03	locky ransomware spreading via email spam: here's how you can protect your pcs;  according to indian computer emergency response team (icert) locky ransomware is spreading via massive email spam. reports suggest that more than 23 million spam emails have been circulated so far icert said in a statement. the central government sai...	0
2017-07-19	london stock exchange group embracing bitcoin technology	1
2018-02-11	long arm of regulator catches up with crypto ex-billionaires;  watchdogs and credit firms have been jolted into action by bitcoin's plunge says james titcomb	0
2018-02-17	long-term investors should focus on industries that have few surprises	1
2017-12-28	looking to transact in bitcoins? india's first trading app launched for cryptocurrency;  bitcoin has grabbed the attention of all for both right and wrong reasons. at a time when bitcoins are in focus cryptocurrency dealer pluto exchange on thursday announced the launch of india's first mobile application for transacting in virtual curre...	0
2017-12-21	lottoland launch world's first bitcoin lottery with a jackpot of 1000 bitcoins worth £12m;  win some of these beautiful bitcoins in the world's first ever bitcoin lotto and there's a free bet for all new customers.	0
2017-07-20	lush to accept digital currency bitcoin online	0
2017-08-11	mas and cad sound warning over digital tokens and related investment schemes;  more than 100 police reports have been filed since 2015 over such schemes though not all are cases of fraud	1
2018-02-15	mini market forget monopoly night. these kiddie investors play with cold hard cash - and it's paying off buy young sell high	1
2017-06-13	money also becomes data	0
2017-12-16	move with the times four-bed essex house becomes first in uk to be sold in bitcoin;  but the sale comes as financial experts warned yesterday the cyber-currency's bubble may be about to burst with investors facing massive losses	1
2018-02-22	mps launch inquiry into digital currencies amid cybercrime fears;  scrutiny is needed to examine risks for investors says treasury committee chair nicky morgan	0
2018-02-22	mps to assess banking risk of bitcoin	0
2017-07-14	mack takes bitcoin where dread pirate roberts feared tread (1)	0
2017-07-14	mack takes bitcoin where dread pirate roberts feared to tread	0
2017-04-20	malta set for 'revolutionary' national blockchain strategy	1
2017-05-17	malware takes a leap forward;  there's a need for improved protection	1
2018-02-12	man arrested in sharjah for dh2.5m bitcoin scam	1
2018-02-12	man arrested in sharjah for dh2m bitcoin fraud	1
2018-02-12	man arrested in uae for dh2 million bitcoin fraud	1
2017-08-04	man called cyberattack hero faces charges he created malware	1
2017-05-27	man caught importing drugs from netherlands	1
2017-06-30	man charged with £1m-plus bitcoin theft	0
2018-03-03	mario draghi says it's not his job to regulate bitcoin	1
2017-06-26	market looks to brexit and healthcare talks this week	1
2017-12-06	markets edgy on geopolitical worries but bitcoin surges through $12000 - as it happened;  worries over brexit us tax reforms and the debt ceiling are all weighing on shares todayintroduction: markets are downeuropean in the red after asian lossesnikkei suffered biggest fall in eight monthsworries over trump brexit us debt ceiling all blamed bitcoin hits new highs - can it really last?australian growth missed forecasts	1
2017-05-17	massive ransomware cyber-attack	1
2017-07-21	matt levine's money stuff: russian deals and petri-dish funds	1
2017-07-27	matt levine's money stuff: the end of libor and non-voting stock	1
2017-06-05	matt levine's money stuff: venezuelan bonds and niche etfs	1
2017-09-13	meet the bitcoin generation;  these devotees say it's as good as gold (or even better!) -- and their long-term passion has paid off handsomely	0
2017-12-04	meet world's first bitcoin billionaires who once sued facebook ceo mark zuckerberg;  the report says that an investment of $11 million made by winklevoss brothers in bitcoin four years back has climbed by almost 10000 percent to worth more than 1 billion today after last week's price surge. the post meet world's first bitcoin billion...	1
2017-12-11	mega bitcoin gains come with megabyte tax	1
2017-12-01	member of the edf warns that the bitcoin could threaten financial stability	1
2017-11-02	metronome the new currency on the bloq;  digital money	1
2017-08-10	michelle mone to sell luxury dubai apartments via bitcoin	1
2017-06-30	mid-year economic outlook: growing with a bubble?	0
2017-08-28	middle east fintech sector begins to stir	1
2017-09-13	might not right: betting firms get their due on fixed-odds machines;  gambling firms could have spent less energy on belligerent lobbying and more on containing the dangers of fobts	0
2017-08-13	mike's and katie's week in tech: uber infighting and the google memo	1
2017-08-07	milan police arrest man in kidnapping of british model	1
2018-02-09	millennials get a lesson in turmoil	1
2018-02-11	millions in virtual currencies	0
2017-12-06	miner's shares rocket 2800pc after switch from gold to bitcoin	1
2018-02-14	miners of a different kind	1
2017-10-31	mogo shares surge on blockchain plan	1
2018-01-24	mogo to lease 1000 bitcoin mining machines	1
2018-01-24	mogo to lease bitcoin mining machines	1
2018-01-24	mogo to lease bitcoin mining machines; part of strategy to woo young canadians	1
2018-02-12	monday's best tv: collateral who wants to be a bitcoin millionaire?;  david hare serves up a dollop of angst and darkness in his first episodic drama; and why has everybody gone nuts for cryptocurrencies?	1
2017-12-07	money spinner: everything you need to know about the bitcoin revolution;  this week bitcoin broke the $14000 mark and crowned its first billionaires. but do you know yourblockchain from your ripple? joy lo dico and henry williams explain the altcoin revolution	1
2017-12-07	money spinner;  this week bitcoin broke the $14000 mark and crowned its first billionaires. but do you know your ; blockchain from your ripple? joy lo dico and henry williams explain the altcoin revolution	1
2017-06-26	money systems: why rupee should mimic bitcoin	1
2017-06-30	money takes back seat as consumers reach for their cards;  beyond payments - alternatives to cash	0
2017-12-07	moneysavingexpert's martin lewis reveals whether you should invest in bitcoin;  coins are transferred directly between users	1
2017-12-20	moorhead man makes forbes list	0
2018-02-06	more banks review lending to customers to buy bitcoin	1
2017-12-07	more bitcoin milestones; citi's tax plan hit	1
2017-02-09	more executive drama at deutsche bank; is the market ready for a bitcoin etf?	0
2017-05-17	more options than just awareness	1
2017-11-10	more people are searching for how to buy bitcoin than gold but is the former a better investment?;  debate	0
2017-12-19	more responsibility for wells retail chief; bitcoin debuts on cme	0
2017-12-23	more than a bit coin plunge panic	1
2017-01-04	morning agenda: shifts ahead of a trump administration bitcoin soars	1
2017-01-05	morning scan: bitcoin breaks $1000; cfpb fines two credit bureaus	0
2018-01-11	mr. bitcoin at your service until further notice	0
2017-05-26	mumbai speaks	0
2017-05-17	n. korea behind cyber attack?	1
2017-05-17	n. korea seen behind new attack;  expert calls 'ransonware' similar to what has been used previously	1
2017-09-13	n. korean hackers set to increase bitcoin attacks to evade sanctions	0
2017-05-03	narcotics & cash - rs 60 lakh recovered in bitcoin embezzlement case	1
2017-08-10	nsfw? microsoft tries to make blockchains work-appropriate	1
2017-12-21	nyse files with sec to list two bitcoin-linked etfs	0
2017-05-09	nz lags behind on future of commerce	1
2017-05-23	nasdaq citi using blockchain for securities payments	1
2017-12-01	nasdaq broker see future in bitcoin	1
2017-05-26	need to know	0
2017-12-19	new bitcoin-based security slightly higher in debut on cme	0
2017-03-17	new blockchain technology brings transparency to internet	0
2018-02-08	new etf shrugs off bitcoin volatility; blockchain fund	1
2017-09-07	new bill would make small bitcoin purchases tax-exempt	0
2017-09-05	new coins for old	1
2017-06-26	new cryptocurrencies offer more than a way to pay online;  bitcoins success inspired copycat payment systems as others try out blockchain technology	1
2017-08-07	new cryptocurrency launches in dubai backed by real economic activity	1
2017-06-06	new digital coins soar in trading; blockchain tech	0
2017-09-19	new records for markets	0
2017-09-19	new records for markets | calamatta cuschieri	0
2018-02-01	news clippings bitcoin mania has not only gripped investors but also the press;  what is bitcoin? and how to buy bitcoin? were among google's most searched questions in 2017. and although the bubble hasn't burst (yet) cryptocurrency is here to stay. here are five articles that caught business reporter's attention amid the bitcoin buzz	0
2018-02-19	nigerians trade n1.3bn bitcoin on 13 platforms weekly	1
2018-02-14	no bitcoin purchase by debit credit cards: citi	1
2017-05-17	no insurance cover for using pirated outdated software	1
2017-09-19	no paying via bitcoin just yet says pick n pay	0
2017-01-05	no small change;  hongkongers love the feel of cash in hand but the rest of the world is leaving the city behind in the rush to adopt electronic payment systems	0
2018-01-16	no to bitcoin – fatwas issued against trading with bitcoin	0
2017-09-14	none indifferent to bitcoin wave	1
2017-09-13	north korea challenges the west on multiple fronts	0
2017-09-12	north korea hackers step up bitcoin attacks; rising tension sanctions seen as 'big lever driving activity'	0
2017-09-12	north korea hackers step up bitcoin attacks; rising tension; sanctions seen as 'big lever driving activity'	0
2017-03-26	north korea's ambition seen in a bid to breach global banks	1
2018-02-22	not banks but google apple most frequently mentioned companies amongst key fintech influencers;  search engine giant google was the most frequently mentioned company amongst key fintech influencers in q4 2017 according to the globaldata a leading data and analytics company.	0
2017-05-07	nothing cryptic in bitcoin appeal	1
2017-11-13	nvidia goldman are among 5 bitcoin stocks to watch as cryptocurrency soars	1
2017-05-22	ocbc offers safehouse for 'rebels' to hatch breakthrough ideas	1
2017-02-09	opinion: bracing for change in the digital business world	0
2018-02-17	opinion;  bitcoin's peak spells unavoidable doom for cryptocurrencies	1
2018-02-18	old scams new currency: beware of scammers using bitcoin says better business bureau	0
2017-10-13	on 2nd take dimon is ok (a bit) with bitcoin	1
2017-08-04	on july 31 bitcoin exchanges in india suspended operations for 36 hours	1
2018-01-24	online lender starts bitcoin mine	1
2017-11-28	ooh aah mansion for just a little it	1
2018-03-06	open to new opportunities	0
2018-02-15	opinion: going beyond the headlines of bitcoin - jp fabri	1
2017-10-13	optimism fuels bitcoin mania; 'sign of market confidence': cryptocurrency surges past us$5000 for first time	1
2017-05-23	origin consequences and prevention of ransomware attack	1
2018-02-15	oversight of virtual currencies may require a regulator	1
2018-02-14	oxfordshire couple in divorce battle over hidden bitcoins	1
2017-04-01	phl among most attacked countries in asia-pacific region-malwarebytes	1
2018-02-11	picks of the week;  your can't-miss tv shows for the next seven days	0
2018-02-11	picks of the weekyour can't-miss tv shows for the next seven days	0
2018-02-14	playing your cardano right;  cryptocurrency cardano makes some bold claims but will it succeed? asks chris carter	1
2017-08-28	point of order	1
2017-08-28	point of order. coining it quite a bit as banking evolves	1
2017-10-13	policing cryptocurrencies	1
2017-03-17	pakistani game offers cash prizes	0
2017-08-07	panel on crypto-currency submits report to jaitley	1
2017-06-05	pantera capital adds blockchain coins to venture capital fund	1
2017-05-07	pay rs 500cr in bitcoins or will poison office: mail to wipro	1
2017-12-01	pay for weddings in bitcoin at these northumberland luxury venues;  entrepreneur richard shell is a bitcoin investor and is embracing changes in technology by accepting the cryptocurrency at his venues	1
2017-12-04	pay for weddings with bitcoins at two venues;  leisure	1
2017-02-09	payback time: money transfer app circle eyes a global future ... even with trump;  with (euro)128m in private funding circle wants to become the company you casually use to pay back a friend free of charge. adrian weckler spoke to co-founder sean neville about how the firm which has offices in dublin london and boston plans to become the gmail of payments	0
2017-10-11	paying ransom to hackers 'makes you a target'	1
2018-02-27	peninsula bitcoin bonanza	1
2017-12-01	people are acting like lemmings over bitcoin;  outlook	1
2017-11-06	personal finance - first investment question: is there any value in it?	0
2018-02-22	petro cryptocurrency: $141 billion debt-ridden venezuela's answer to bitcoin;  backed by crude oil reserves petro - a digital coin is venezuela's answer to popular cryptocurrency bitcoin. the oil rich country on tuesday finalised the starting phase of launching the first ever country-issued and also oil-backed cryptocurrency.	0
2017-06-30	petya seems designed for disruption not ransom;  symantec notes that the attack is an ineffective way to make money but a very effective way to disrupt victims and sow confusion	0
2018-01-24	phillip sets bitcoin investor standards	1
2018-03-07	plaint lodged over theft of bitcoins worth ?12l	0
2017-12-07	planning for digital assets in time of need	1
2018-01-24	plans to sell colt through bitcoin going ahead despite drop in currency's value	1
2018-02-15	plus500 profits soar as clients bet on bitcoin	1
2017-07-27	podcast: listen now to business extra episode 28	1
2018-03-07	police complaint lodged in rs 11.57 lakh worth bitcoins theft in surat	0
2017-07-27	police warn new cra scam variant making rounds in halton	1
2017-09-19	popular bitcoin exchanges in india	0
2018-03-08	port considers digital currency lease	0
2017-06-13	pot entrepreneurs look to bitcoin as big banks stay on sidelines	0
2017-12-04	pot stocks yesterday's news as canada gripped by bitcoin fever	1
2018-02-15	power-hungry bitcoin miners offer risks and rewards for washington utilities	1
2017-04-26	prague's cryptocurrency cafe: a perfect brew of beans and bitcoins;  the terms espresso bar and 'anarchic ethical hacker collective' don't usually go together but this radical bitcoin-only hub in the czech capital is no ordinary cafe	1
2017-10-11	profits at virtu's irish arm hit (euro)16m	1
2018-02-12	programmer solves £35000 bitcoin puzzle in a painting	1
2017-10-31	public warned to 'tip-toe' carefully on cryptocurrencies	1
2017-06-06	putin eyes bitcoin rival to spur economic growth beyond oil gas	0
2017-12-20	q&a with kendall w. king: bitcoin investments purely speculation	0
2017-12-07	q&a: how is a bitcoin mined? a look at the virtual currency	1
2017-02-09	q: as china's central bank hauls in several bitcoin exchanges could governments crush the cryptocurrency?;  debate	0
2017-11-08	quarles' regulatory vision; shakeup at state street	1
2017-07-19	quebecer dies in thailand jail cell; investigation computer whiz was linked to illicit website	1
2018-02-09	quick update on bitcoin - the world's most ridiculous gamble	1
2017-06-26	raise your voice	1
2017-12-06	rbi rings alarm bells on bitcoins cautions investors	1
2017-03-02	rbi's dy governor says digital currency like bitcoin pose security risks	1
2017-12-07	rbs boss likens bitcoin to dante's inferno as currency tops $15000;  call from sir howard davies to take action on digital currency follows warnings from other senior figures in finance	1
2017-11-16	rbz researches on bitcoins - newsday zimbabwe	1
2017-09-20	regulation - tax principles apply for transactions in cryptocurrencies	0
2018-03-03	radio choice	1
2017-07-27	raft of aml violations lands bitcoin exchange a $110m fine	1
2017-12-07	rampant bitcoin breaches the $13000 mark	1
2017-03-02	ransomware attack keeps licking county vigilant;  cybercrimes target ohio governmental bodies recently.	1
2017-05-17	ransomware attack puts bitcoin into the global spotlight once again	1
2017-05-17	ransomware continues to spread tentacles	1
2017-03-02	ransomware threats on a high experts say no real solution yet	1
2017-05-23	ransomware: impact and action plan for indian businesses	1
2018-03-08	read what's triggering volatility in bitcoin market;  read what's triggering volatility in bitcoin market-- delivered by feed43 service	0
2017-11-28	red alerts flashing as bitcoin bubble continues to expand	1
2017-01-11	regulation of bitcoin trading to be stepped up	0
2017-09-13	regulator warns of 'scam virtual currencies';  customers lose millions after fund's collapse	0
2018-02-22	remittances from overseas filipinos reach another record high	0
2018-02-11	riding the bitcoin wave in search of a golden shore	0
2018-02-12	rise in digital currency blockchain provides new practice opportunities	1
2017-11-26	rise of bitcoins causes stir but questions linger	1
2017-06-05	rise of the machines	1
2017-10-08	rising fees have bitcoin users rethinking practicality	1
2017-09-01	rogoff: japan a natural country to scale back cash	0
2017-12-01	role reversal: crypto enthusiasts now worried about banks	1
2017-12-01	roller yours for bitcoins gold 15;  rare rolls royce ghost goes up for sale... but buyer has to pay with electronic currency	1
2017-12-04	root for the tech behind bitcoin;  bitcoin may not become mainstream but blockchain tech could change the world	1
2017-05-07	rs 500cr demanded - security beefed up at b'luru wipro office after poison threat	1
2018-03-08	ruckus over rules stirs crypto crunch	0
2017-10-11	russia debates how to regulate bitcoins	1
2017-11-06	russian central bank blocks crypto websites	0
2017-10-11	russian cybercrime suspect in greek court for extradition request	1
2017-09-05	s korea to regulate digital currencies	1
2017-12-04	s&p 500 futures jump on tax-cut win cvs-aetna; bitcoin whipsaws again	1
2017-12-01	s&p 500 jumps on tax hopes hit by flynn news; banks hot as top techs slump bitcoin volatile: weekly review	1
2018-02-09	s&p 500 dow jones futures point to losses; visa square lead these 5 stocks reclaiming this key support	1
2017-12-06	s'pore's first bitcoin case heads for trial;  cryptocurrency's exchange operator sued over proceeds from trades it reversed	1
2018-02-21	sbi card warns customers against bitcoin investment	0
2018-03-08	scammer time martin lewis slams fraudsters using pictures of him to con people out of thousands in facebook bitcoin scams;  the money saving expert has issued a stark warning to the public on gmb. he also said facebook could do more to shut down the scammers	0
2018-01-20	sec says bitcoin funds raise 'investor protection issues'; demands answers	1
2017-10-13	sec warns investors vs online scam	1
2017-06-16	security breach - 18 individuals in maha attacked by wannacry	1
2017-12-19	sell! sell! sell! bitcoin guru admits he has flogged all of his cryptocurrency because it's 'virtually unusable' in the real world;  emil oldenburg the swedish co-founder of bitcoin.com has gotten out of the game due to the un-user friendly nature of the cryptocurrency	0
2017-04-30	silk road to riches - and ruin;  ross ulbricht left was one of the brightest tech entrepreneurs of his generation founding a multimillion-dollar online marketplace from his bedroom. its usp? class a drugs and lethal weapons. nick bilton charts his astonishing rise and fall	1
2018-02-21	sleazy money porn industry launches its own cryptocurrency... which pays users to watch adult content;  filth fans generate the bitcoin-like cryptocurrency for vit and their own use as they watch dirty videos.	0
2018-02-14	so who do you believe?	1
2018-02-14	so who do you believe?;  this says rich. could investment 'expert' bitcoin can make you watchdogs say you lose everything …undercover report	1
2017-08-13	soaring bitcoin outshines gold;  briefing	1
2017-05-03	sog seizes flat recovers rs60lakh	1
2017-07-16	st explainers: repealing obamacare food allergies and bitcoins	1
2017-11-08	streetwise;  central bank has 'head in the sand' on bitcoin: osc	1
2017-03-02	strength in numbers - digital firms get together to sail against policy storm	1
2017-12-31	sunday independent guide to top tech trends in 2018;  what tech trends will influence ireland and the wider world in 2018? who will be the movers and shakers? technology editor adrian weckler looks into his crystal ball to predict what's in store for us over the coming 12 months	1
2018-02-12	scientists arrested in bitcoin mining plot;  russia	1
2018-02-15	search for new boss of financial ombudsman	1
2017-05-22	second cyber attack on charity	1
2017-07-16	secret trader becomes multimillionaire in under a month	1
2017-11-26	security fears as £23m looted from bitcoin rival	1
2017-05-07	security stepped up at wipro after email threat	1
2017-12-09	self-managed funds weigh the change to bitcoin;  investment	0
2018-02-27	self-proclaimed bitcoin 'creator' sued for $10bn;  suit brought by former coding partner's family alleges craig wright stole bitcoins and intellectual property	1
2018-03-03	several arrested in iceland over 'big bitcoin heist'	1
2017-05-17	shark-filled internet holds us to ransom	1
2017-05-17	sharks on the internet ready to bite	1
2017-07-19	shopnow.ng set to launch bitcoin payment only site	1
2018-02-14	should congress create a crypto-cop?;  white collar watch	1
2017-12-15	should etfs in cryptocurrencies get green light?	1
2017-08-07	should india ban bitcoin? or the fear of crypto currencies is just hot air?	1
2017-10-23	should you be following cryptocurrencies?	0
2017-12-11	should you buy bitcoin now?	1
2017-06-01	silk road mastermind ulbricht loses legal appeal;  court says life prison term for running online drug market is reasonable punish- ment	1
2018-02-01	simmons' new all-star snub	0
2017-11-05	singapore a hotbed for cryptocurrency startups	1
